name,location,cuisines,rate,approx_cost(for two people)
Sanjha Chulha,Marathahalli,"North Indian, Pizza, Fast Food",4.0 /5,800
Raapchick,Brookefield,"Fast Food, Burger",3.7 /5,300
Hyderabad Biryaani House,Marathahalli,"Biryani, North Indian, Chinese",3.7 /5,700
Chinese Street,Marathahalli,Chinese,3.1 /5,650
Swathi Deluxe,Marathahalli,"North Indian, Seafood, Chinese, Biryani",3.9 /5,750
Baker's Cafe,Marathahalli,"Bakery, Desserts",3.5 /5,200
Dawat,Marathahalli,"North Indian, Chinese",3.5 /5,400
Hotel Sapthagiri,Marathahalli,"Andhra, North Indian, Chinese",3.6 /5,700
Aashish Foods,Marathahalli,North Indian,3.8 /5,150
Freshkhilao,Brookefield,"Chinese, North Indian, Biryani, Juices",3.5 /5,750
Hot Brixx,Marathahalli,"Italian, Pizza",3.7 /5,500
3 Leafs,Kaggadasapura,"North Indian, South Indian, Chinese",3.7 /5,600
Yummy Punjabi,Bellandur,"North Indian, Chinese",3.0 /5,400
Punjab Zone,Bellandur,North Indian,2.8 /5,400
Dawat Midnight Express,Marathahalli,"North Indian, Chinese",3.1 /5,450
Ram Bhog,Marathahalli,"Chinese, North Indian",3.8 /5,200
Chellappa's,Kaggadasapura,"Chettinad, South Indian, North Indian",3.2 /5,500
Grand Hotel,Old Airport Road,"Hyderabadi, Biryani",3.6 /5,500
Haveli,Marathahalli,"Biryani, North Indian, Mughlai",3.7 /5,700
Mad Over Donuts,"ITPL Main Road, Whitefield","Bakery, Desserts, Beverages",3.9 /5,450
Chai Galli,Brookefield,"Cafe, Street Food",4.1 /5,300
Feel@Home,Marathahalli,"North Indian, Chinese",3.6 /5,300
Get Ur Fix,Marathahalli,"Fast Food, Beverages",,300
Celebrations 365,Brookefield,"Desserts, Ice Cream",3.3 /5,350
JLT Food,Whitefield,North Indian,3.6 /5,450
Little Nature,Marathahalli,"Juices, Ice Cream, Fast Food",3.1 /5,250
Sri Manjunatha Hotel,Brookefield,North Indian,,250
Fashion Knack Cafe,Whitefield,"Cafe, Burger, Sandwich",3.7 /5,250
Sindhuri Restaurant,Marathahalli,"Chinese, North Indian, Biryani",3.1 /5,600
Desi Zaika,Kaggadasapura,"North Indian, Chinese, Bengali, Fast Food",2.8 /5,450
The Zaika Of Banaras,Marathahalli,"North Indian, Street Food",3.3 /5,350
Luscious Folks,Marathahalli,North Indian,3.9 /5,250
House of Torte,Kaggadasapura,"Bakery, Cafe, Burger, Fast Food",3.8 /5,450
Golden Rice,Marathahalli,"North Indian, Mughlai, Seafood, Chinese",4.2 /5,"1,000"
Kudil Kerala Kitchen,Marathahalli,Kerala,3.8 /5,300
Light House Cafe,Marathahalli,"Cafe, Beverages, Continental, North Indian, Chinese",3.6 /5,700
Venad Kitchen,Kaggadasapura,Kerala,3.8 /5,300
Paakam,Marathahalli,South Indian,3.7 /5,150
Flavors of India,Marathahalli,"North Indian, Chinese, Andhra",3.6 /5,800
Panda Foods,Marathahalli,"North Indian, Juices",3.5 /5,300
Punjabi Park,"ITPL Main Road, Whitefield",North Indian,,400
Yumatos,Whitefield,"North Indian, Chinese",3.4 /5,500
Parasme,Marathahalli,"Continental, Italian, Chinese, North Indian, Momos",3.7 /5,400
Delhi Restaurant,Marathahalli,"North Indian, Mughlai, Chinese",3.8 /5,400
Not Just Parathas,Kaggadasapura,"North Indian, Chinese",3.8 /5,500
Desi Chinese,East Bangalore,"Chinese, North Indian",3.6 /5,400
Punjabi Tandoor,Kaggadasapura,"North Indian, Chinese",3.6 /5,700
Daniyal's,Marathahalli,"North Indian, Biryani, Mughlai, Kebab",3.5 /5,800
Drunken Monkey,Marathahalli,"Beverages, Fast Food",3.9 /5,500
Tayabbs,Whitefield,"Fast Food, Rolls",3.3 /5,350
Kidilum,Marathahalli,"North Indian, Chinese, Kerala",3.6 /5,450
Sorse,Marathahalli,"Bengali, Oriya",3.7 /5,650
China On My Plate,Whitefield,Chinese,3.0 /5,800
Lassi,Marathahalli,"Beverages, Juices, Ice Cream, Sandwich, Fast Food",3.3 /5,200
Kaka Food Corner,Whitefield,North Indian,3.4 /5,300
Central Cafe,Marathahalli,"Beverages, Fast Food",3.2 /5,300
Thanco's Naturals Ice Cream,Marathahalli,"Ice Cream, Desserts",3.6 /5,450
Red Stone Kitchen,Marathahalli,"North Indian, Chinese, Seafood",3.8 /5,750
Aaha,Brookefield,"North Indian, Chinese",3.6 /5,300
The Big Grill,Marathahalli,"North Indian, Chinese, Mughlai",3.4 /5,400
Fire And Ice,Kaggadasapura,"Desserts, Fast Food",3.7 /5,300
Jiyan Swadista,Marathahalli,"Chinese, Kebab, North Indian",3.4 /5,300
Ganga Foods,Marathahalli,"South Indian, Chinese",3.5 /5,200
Goodness! Beverages,Marathahalli,Beverages,,250
Mumbai Kulfi,Marathahalli,"Desserts, Ice Cream",,200
Swad-Deshi Restaurant,Marathahalli,"South Indian, Chinese",3.5 /5,300
Chikki's CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Marathahalli,"North Indian, Chinese, Mughlai",,500
Al Zaiqa Hotel,Marathahalli,"Chinese, South Indian, Fast Food",3.4 /5,200
Go Gharelu,Marathahalli,"North Indian, Biryani",3.1 /5,250
Bufferia Express,East Bangalore,"North Indian, Chinese",3.5 /5,800
Rolls Kitchen,Marathahalli,"Fast Food, Rolls",3.2 /5,250
Sri Vishnu Veg,Marathahalli,South Indian,3.5 /5,200
Konark Restaurant,Marathahalli,"North Indian, South Indian",3.1 /5,200
Southern Spice,"Varthur Main Road, Whitefield","North Indian, Chinese, Biryani, Andhra",4.0 /5,800
Erivum Puliyum,Brookefield,"Kerala, South Indian, Seafood",3.9 /5,500
MumÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs Kitchen,Marathahalli,"North Indian, South Indian",3.5 /5,200
Spicy Paratha House,Marathahalli,"North Indian, Chinese",3.0 /5,450
Rayalaseema Spices,Brookefield,"Andhra, South Indian",3.5 /5,550
22S,Marathahalli,"North Indian, Mughlai, Biryani",,500
Andhra Central,Marathahalli,Andhra,3.1 /5,400
Foodishq,Whitefield,North Indian,3.7 /5,450
Risalo Pizzeria,Brookefield,"Pizza, Italian, Desserts",4.0 /5,900
Agnihotri Cuisines,Marathahalli,"Chinese, North Indian, Fast Food",,500
SGS Non Veg - Gundu Pulav,Marathahalli,"Biryani, Fast Food",3.1 /5,400
Raja Bhojaun,Marathahalli,"Chinese, North Indian, South Indian",3.4 /5,250
Yahiya Restaurant,Marathahalli,"North Indian, Chinese",,400
All Shook Up,Marathahalli,"Desserts, Beverages",3.7 /5,300
Ginger Mint,Marathahalli,"North Indian, South Indian, Chinese",3.0 /5,600
The Litti Company,Whitefield,Bihari,3.6 /5,400
Ice Creamist,Kaggadasapura,"Ice Cream, Desserts",3.2 /5,300
Santo's,Marathahalli,North Indian,,500
Visantoe,Marathahalli,"Steak, Continental",,500
Odians,Marathahalli,"North Indian, Chinese, Oriya",3.1 /5,500
Daily Special,BTM,"North Indian, South Indian",,400
Atithi Food Park,Marathahalli,"South Indian, North Indian, Chinese",,450
Ramji Chaiwale,Bellandur,"Beverages, Fast Food",3.4 /5,250
Lucknow Central,Marathahalli,North Indian,3.0 /5,350
Hashtag Kitchen,Marathahalli,"North Indian, Biryani, Chinese",3.3 /5,600
The Grilled & Fried,Marathahalli,Fast Food,2.8 /5,300
Petoo,Marathahalli,"Biryani, North Indian, Andhra",3.8 /5,450
Hyderabadi Zaiqa,Bellandur,"Hyderabadi, North Indian, Biryani",3.1 /5,700
UBCR,Marathahalli,"Italian, American, Chinese, Arabian, North Indian, Cafe",3.5 /5,"1,000"
Nawabi Zaica,Marathahalli,"North Indian, Mughlai, Chinese",3.5 /5,600
Delhi Delight Food Cafe,Jeevan Bhima Nagar,"Chinese, North Indian",3.1 /5,200
Bageecha,Marathahalli,"North Indian, Chinese",2.1 /5,650
BFC Family Restaurant,Kaggadasapura,"North Indian, Biryani, Chinese, Rolls",3.2 /5,600
Zaica Dine & Wine,Brookefield,North Indian,3.8 /5,750
Kaayal,Brookefield,"Kerala, Chinese",3.2 /5,500
Jade,Brookefield,"Chinese, Seafood, Momos",3.7 /5,750
Juice Junction,Marathahalli,"Juices, Fast Food, South Indian, Chinese",3.7 /5,200
Regale Restaurant,Marathahalli,"North Indian, Chinese",3.6 /5,350
Five Spice Dining,Marathahalli,"Chinese, North Indian, South Indian",3.6 /5,750
Infinity Family Restaurant,Marathahalli,"North Indian, Chinese",3.6 /5,500
Paprica,Marathahalli,"North Indian, Chinese",2.6 /5,"1,200"
Mughal Restaurant,Brookefield,"Mughlai, Chinese, Kerala",3.3 /5,600
Strawbees,Kaggadasapura,"Bakery, Desserts",3.8 /5,350
Tandoori Chowk,Marathahalli,"North Indian, Chinese",3.5 /5,400
Momo Bites,Marathahalli,Tibetan,3.0 /5,350
Kolkata Famous Kathi Rolls,Brookefield,"Chinese, Rolls",3.6 /5,150
Srinathji's,Marathahalli,"North Indian, Chinese, Continental, Street Food",3.9 /5,750
Decker's Lane,Marathahalli,Bengali,2.1 /5,400
Taco Bell,Brookefield,"Mexican, American, Fast Food",4.0 /5,600
Jaffa's Biryani,Marathahalli,"Biryani, North Indian, Chinese",3.8 /5,650
Hungree Belly,Kaggadasapura,"Continental, North Indian, Chinese, Bengali",4.0 /5,800
Biryani Park,Brookefield,"North Indian, Biryani, Chinese, Mughlai",3.4 /5,500
Chopstick Kitchen,Kaggadasapura,"Chinese, Momos",3.4 /5,600
Swad Punjabi Dhaba,Thippasandra,North Indian,3.6 /5,300
US Pizza,Kaggadasapura,"Pizza, Italian, Salad",2.4 /5,500
New Tandoor Fusion,Kaggadasapura,"North Indian, Chinese",3.1 /5,350
Deccan Kitchen,Marathahalli,"South Indian, North Indian",3.6 /5,700
Royal Kitchen,Old Airport Road,"Biryani, Chinese, North Indian, Momos",3.4 /5,
Oogway Express,Marathahalli,"Chinese, Thai, Momos",3.7 /5,600
Nashta Pani -The Gujarat's Special,Marathahalli,"Gujarati, Fast Food",3.4 /5,200
Ustaad Biryani,Marathahalli,Biryani,,250
Imli,Marathahalli,"North Indian, Beverages, Fast Food, Street Food",3.3 /5,250
Samosa Express,Marathahalli,Street Food,2.9 /5,200
Swaadam Biryanis,Marathahalli,"Andhra, Biryani, North Indian, South Indian",,300
Devanshi Foods,Marathahalli,"Andhra, Biryani, North Indian, South Indian",,400
Waffle House,Marathahalli,Desserts,3.5 /5,
Bismillah Bawarchi,Brookefield,"North Indian, Chinese, Biryani",3.6 /5,300
Pait Full,Kaggadasapura,"North Indian, Chinese, Biryani",3.8 /5,750
Dollars Park Residency,Kaggadasapura,"South Indian, North Indian",,300
Grow Fit,Marathahalli,"Healthy Food, North Indian, Thai",,500
Food Factory,Marathahalli,North Indian,3.3 /5,400
Kamakshi Kitchen,Marathahalli,"Chinese, South Indian",3.7 /5,350
Chination,Marathahalli,Chinese,,600
Chawla's 2 Online.com,Marathahalli,North Indian,,800
Big Chick Fried Chicken,Kaggadasapura,Fast Food,3.5 /5,400
Crepe Connection,Marathahalli,"Fast Food, Italian, Desserts",,400
Romy's Kitchen,Marathahalli,"North Indian, Chinese, Italian",3.1 /5,450
Ambur Dum Biriyani,Bellandur,Biryani,3.3 /5,200
Bottle Genie,Marathahalli,Beverages,,350
The Hyderabadi Cooks,Brookefield,"North Indian, Chinese",,300
Reddy's Paradise,Bellandur,Andhra,3.3 /5,700
Andhra Star Biryani,Brookefield,Biryani,3.2 /5,200
SOGO - Shakes On The Go,Brookefield,"Desserts, Ice Cream, Beverages",,350
Chaai Resto,Marathahalli,"Tea, Beverages, Fast Food",3.4 /5,250
Sri Udupi Deluxe,Marathahalli,"North Indian, Chinese, South Indian, Fast Food",3.5 /5,400
D'Brooks,Brookefield,"North Indian, Continental",3.5 /5,400
Purani Dehli,Marathahalli,"North Indian, Fast Food",,500
Andhra Vindu Multi Cuisine Restaurant,Marathahalli,"Andhra, South Indian, Fast Food",3.3 /5,600
The Red Tandoor,Marathahalli,"Chinese, North Indian",3.2 /5,400
Gelato Italiano,Brookefield,"Ice Cream, Bakery, Desserts",3.4 /5,200
Coffee Tea & More,Marathahalli,"Beverages, South Indian",,300
Mother's Food,Whitefield,"North Indian, Chinese",3.8 /5,200
Aahar Vihar,Marathahalli,North Indian,4.0 /5,250
Chef Delicacies,"Varthur Main Road, Whitefield","Kebab, Rolls, Charcoal Chicken",2.7 /5,400
Black Rock Cafe,Marathahalli,Cafe,3.5 /5,500
The Duke of Juices,"Varthur Main Road, Whitefield","North Indian, Biryani",,200
Food Singh,Marathahalli,North Indian,,500
Navab's,Marathahalli,"North Indian, Chinese",,600
Sethi's,Marathahalli,"North Indian, Chinese",,600
Delhi Food Factory,Marathahalli,North Indian,,500
Hottey Smokey,"Varthur Main Road, Whitefield","Asian, Salad, Italian",,400
Carlos Cake Cafe,Marathahalli,"Bakery, Desserts",3.3 /5,300
Momo Time,Whitefield,"Momos, Chinese",,300
Lassi Magic,Marathahalli,Beverages,3.5 /5,150
Masale Daan,"Varthur Main Road, Whitefield",North Indian,,350
MealBox Inc.,Marathahalli,North Indian,3.9 /5,800
Smoke - The Sizzler House,Bellandur,"Continental, Chinese, Thai, BBQ, Steak",3.3 /5,900
New Milestone Restaurant,Marathahalli,North Indian,3.4 /5,700
Food Box -The Taste Of Odisha,Marathahalli,"Chinese, Oriya, Bengali, North Indian",3.2 /5,350
Curries and Pickles,Marathahalli,"Andhra, North Indian, Biryani",,250
Rajwada Food,Marathahalli,North Indian,3.0 /5,300
Kingley Grand,Marathahalli,"Biryani, North Indian, Chinese",3.5 /5,600
Fusion Panda,Whitefield,"North Indian, Kebab",3.5 /5,300
Potpourri Kitchen,Marathahalli,"South Indian, Mughlai, North Indian, Beverages",3.7 /5,700
RPS Food Corner,Marathahalli,"North Indian, Chinese, Bengali, Biryani",3.3 /5,400
New Shanthi Sagar,"Varthur Main Road, Whitefield","South Indian, North Indian, Chinese, Street Food",3.8 /5,300
Speedy Chow,Marathahalli,Chinese,3.5 /5,600
Kalinga Delicacies Restaurant,Brookefield,"North Indian, Bengali, Oriya, Chinese",3.2 /5,500
North Indies,Kaggadasapura,North Indian,3.8 /5,450
Maa Durga Restaurant,Whitefield,North Indian,3.2 /5,300
Sri Vinayaka 99 Variety Dosa,Marathahalli,South Indian,3.2 /5,350
The Chai Stop,Brookefield,"Fast Food, Tea",NEW,200
Hungrill Barbeque,Kaggadasapura,"BBQ, Rolls",3.4 /5,300
Cold Fusion,Whitefield,"Ice Cream, Beverages, Desserts",,300
Aahar Cafe,Marathahalli,"North Indian, Fast Food",,250
Keerthi Restaurant Andhra Style,Marathahalli,Andhra,3.3 /5,300
Canopus Multicuisine Restaurant,Marathahalli,"North Indian, Seafood, Biryani, Chinese",NEW,800
Oregano Pasta & Pizza,Whitefield,Italian,,300
Bakingo,Marathahalli,"Bakery, Desserts",,500
The Grains,Marathahalli,"South Indian, North Indian, Chinese",3.6 /5,300
Sangam Sweets,Marathahalli,"Mithai, Street Food",3.1 /5,200
Shake The Shake,Whitefield,Juices,,200
Maashpacheez,Marathahalli,"North Indian, Chinese, South Indian",3.5 /5,300
Fruit Punch,CV Raman Nagar,"Juices, Beverages",,150
The Spice Pavillion,Marathahalli,North Indian,3.7 /5,600
Risalo Restaurant,Brookefield,"North Indian, Chinese",NEW,400
Lenny's Burgers,"Varthur Main Road, Whitefield","Burger, Fast Food",NEW,500
Ice & Cream Creamery,CV Raman Nagar,"Desserts, Ice Cream",NEW,200
Rivayat,"Varthur Main Road, Whitefield","North Indian, Chinese",NEW,500
Tummy Singh,Brookefield,"North Indian, Chinese",NEW,700
Jalsa,Marathahalli,"North Indian, Mughlai",4.2 /5,"1,500"
Udupi Nalapaka,Bellandur,"South Indian, North Indian, Chinese",3.9 /5,400
Tastybites.com,Brookefield,"Fast Food, Sandwich, South Indian",3.7 /5,150
Spicy Andhra,Marathahalli,"Andhra, North Indian, Chinese",2.9 /5,600
Chai Darbaar,Marathahalli,"North Indian, Chinese, Fast Food",3.1 /5,300
Apoorva Multi Cuisine Restaurant,Brookefield,"North Indian, South Indian, Chinese, Andhra, Biryani",3.9 /5,750
Kaafi Desi,Marathahalli,"North Indian, Street Food",4.0 /5,150
Gaura's Secret Recipe,Marathahalli,"North Indian, Gujarati, Rajasthani",3.8 /5,250
Spicy House,Marathahalli,"North Indian, Chinese, Seafood, Biryani",3.7 /5,500
Balaji Hotel,Kaggadasapura,"South Indian, North Indian, Beverages",NEW,300
Breezy Cow Bar,Kaggadasapura,Beverages,3.8 /5,400
Crunchie Corner,Brookefield,"Fast Food, Continental, Desserts",4.0 /5,450
Namak Swad Anusaar,Marathahalli,"North Indian, Chinese, Biryani, Rolls",3.8 /5,400
Shaadi Ki Biryani,"Varthur Main Road, Whitefield","Biryani, Charcoal Chicken",2.5 /5,600
The Pallavas ( Authentic Taste Of Southern Cuisine ),Brookefield,South Indian,3.7 /5,400
Pita Pocket Factory,Brookefield,"Mediterranean, Continental, Italian, Burger",3.6 /5,500
Jashn,Marathahalli,North Indian,3.7 /5,750
Thalassery Restaurant,Marathahalli,"Kerala, Biryani, South Indian, North Indian, Chinese, Arabian, Beverages",3.2 /5,500
The London Shakes,Marathahalli,"Fast Food, Beverages",4.1 /5,300
Food Square,Marathahalli,"Fast Food, Chinese",3.6 /5,200
Matka House,Kaggadasapura,"North Indian, Chinese, Continental, Biryani",3.9 /5,450
Aashirvaad Restaurant,Marathahalli,"North Indian, Oriya, Chinese",3.1 /5,300
Salt Mango Tree,Whitefield,Kerala,4.3 /5,"1,000"
Mr Manchurian,Marathahalli,"Chinese, Momos",3.6 /5,500
Daily Sushi,Marathahalli,"Korean, Sushi",3.6 /5,900
Golkonda Chimney,Marathahalli,"Biryani, North Indian, Mughlai",3.5 /5,850
Moriz Restaurant,Marathahalli,"Arabian, North Indian, Seafood, Chinese, Biryani",3.2 /5,800
Sai Santhi Cafe,Marathahalli,"South Indian, North Indian, Chinese",3.8 /5,400
Nikhil's Food Court,Brookefield,"South Indian, North Indian, Chinese, Fast Food",3.4 /5,300
Crazy Crush - Juices & Desserts Cafe,Whitefield,"Beverages, Ice Cream, Fast Food",3.5 /5,300
Odisha Kitchen,Marathahalli,"Oriya, North Indian, Chinese",3.1 /5,500
Rolls & Bowls,Brookefield,"Rolls, Chinese",4.5 /5,250
Not Just Waffles,Brookefield,"Desserts, Ice Cream",4.1 /5,400
Swadist Restaurant,Marathahalli,"Oriya, Chinese, North Indian",3.6 /5,300
VSV Chettinad,Kaggadasapura,"Chettinad, South Indian, Chinese, Seafood, Rolls, North Indian",3.3 /5,600
Sri Lakshmi Vaibhav,Marathahalli,"South Indian, North Indian, Chinese",3.7 /5,500
The Delhiwala's Kitchen-Pure Veg,Brookefield,North Indian,NEW,200
Foodmazic,Kaggadasapura,"BBQ, Beverages, Burger, Rolls, Tea",3.7 /5,200
Andhra Express,CV Raman Nagar,"Andhra, Biryani, North Indian, Beverages",3.7 /5,300
Mainland China,Whitefield,Chinese,4.7 /5,"1,700"
Andhra Express,CV Raman Nagar,"Andhra, Biryani, North Indian, Beverages",3.7 /5,300
Kolkata Spicy Restaurant,Marathahalli,Bengali,2.8 /5,300
Sri Jayadurga Biryani,Marathahalli,Biryani,3.8 /5,300
Punjabi Dawat,Bellandur,"North Indian, Chinese",2.9 /5,400
Basmati's Briyani Nation,"Varthur Main Road, Whitefield","South Indian, Biryani",NEW,350
Wangs Kitchen,Marathahalli,Chinese,3.0 /5,"1,000"
Brooks 37,Brookefield,"North Indian, Continental, Asian, Pizza",4.1 /5,"1,000"
Ji Hazoor,Whitefield,"Mughlai, North Indian, Biryani, Afghan",4.0 /5,"1,100"
Meena's Kitchen,Marathahalli,"Continental, North Indian, Mexican",3.5 /5,400
Slurpy Shakes,Brookefield,Beverages,3.4 /5,300
The North and South Restaurant,Whitefield,"North Indian, Chinese, South Indian",3.2 /5,400
Sunshadow.in,Kaggadasapura,"North Indian, Chinese",3.5 /5,400
Hungry Bird,Bellandur,"North Indian, Chinese, Biryani",NEW,400
Ackley Kitchen,Kaggadasapura,"Fast Food, Continental, Burger",3.6 /5,500
Wok Steam & Grills,Marathahalli,Asian,3.7 /5,400
Nitehunger,Marathahalli,"North Indian, Chinese",2.6 /5,500
Amaravathi Biryani Zone,Whitefield,"Chinese, South Indian, North Indian",,600
Reddy's Restaurant,Bellandur,"Andhra, Biryani, South Indian, Chinese",3.3 /5,500
Abhiruchi Restaurant,Bellandur,"Fast Food, Biryani, Chinese",3.5 /5,400
Flechazo,Marathahalli,"Asian, Mediterranean, North Indian, BBQ",4.7 /5,"1,400"
Corner House Ice Cream,Marathahalli,"Ice Cream, Desserts",4.5 /5,400
Banchharam,Marathahalli,"Street Food, Mithai",3.8 /5,200
Vishal Sweets & Restaurant,Marathahalli,"North Indian, Chinese, Oriya, Mithai",3.7 /5,250
CakeZone,Marathahalli,"Bakery, Desserts",4.1 /5,500
Cream Stone,Marathahalli,"Desserts, Ice Cream, Beverages",4.1 /5,500
Waffle Square,Marathahalli,"Desserts, Beverages, Ice Cream",3.9 /5,300
Sweet Truth,Marathahalli,"Bakery, Desserts",4.0 /5,500
Stonelicious,Marathahalli,"Desserts, Ice Cream",4.1 /5,300
SEAPOT,Marathahalli,"North Indian, South Indian",3.5 /5,600
Bombay Kulfi,Marathahalli,"Desserts, Ice Cream",3.8 /5,150
Patra Snacks & Sweets,Marathahalli,"Mithai, Street Food",NEW,200
The Waffcake Legacy,Marathahalli,"Desserts, Street Food, Sandwich, Beverages",4.0 /5,350
Estaa Sweets,Marathahalli,"Mithai, Desserts",3.3 /5,300
Artinci Artisanal Ice Cream,Marathahalli,"Desserts, Ice Cream",4.2 /5,300
Kanti's,Marathahalli,"Mithai, Street Food",3.8 /5,300
Makers of Milkshakes,Marathahalli,Beverages,4.0 /5,300
Food Theory,Marathahalli,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",2.8 /5,500
Baskin Robbins,Marathahalli,"Ice Cream, Desserts",3.2 /5,250
Light House Cafe,Marathahalli,"Cafe, Beverages, Continental, North Indian, Chinese",3.6 /5,700
All Shook Up,Marathahalli,"Desserts, Beverages",3.7 /5,300
Just Bake,Marathahalli,Bakery,3.7 /5,400
Lassi Corner,Marathahalli,"Beverages, Desserts",3.7 /5,300
Cake Menu,Marathahalli,Bakery,3.5 /5,400
Cakes Wagon,Marathahalli,"Desserts, Bakery",3.4 /5,300
Bakingo,Marathahalli,"Bakery, Desserts",,500
Facebake,Marathahalli,"Desserts, Bakery",4.0 /5,300
Polar Bear,Marathahalli,"Desserts, Ice Cream, Beverages, Sandwich",4.0 /5,400
Lassi Shop,Marathahalli,"Beverages, Ice Cream",3.8 /5,200
Melting Melodies,Marathahalli,"Bakery, Desserts",3.4 /5,
Chef Baker's,Marathahalli,Bakery,3.3 /5,450
Waffle House,Marathahalli,Desserts,3.5 /5,
Me And My Cake,Marathahalli,"Bakery, Desserts",3.5 /5,500
Indulge Cupcakes,Marathahalli,"Bakery, Desserts",3.8 /5,500
Orchard Fresh,Marathahalli,"Ice Cream, Desserts",3.4 /5,400
Kartik's Mithai Shoppe,Marathahalli,"Mithai, Street Food",3.5 /5,150
Cafe Coffee Day,Marathahalli,"Cafe, Fast Food",2.9 /5,900
Parasme,Marathahalli,"Continental, Italian, Chinese, North Indian, Momos",3.7 /5,400
Sweet Chariot,Marathahalli,"Bakery, Fast Food",2.8 /5,500
Delice - Novotel,Marathahalli,"Desserts, Bakery",3.8 /5,800
Sri Rajalakshmi Sweets,Marathahalli,"Mithai, Street Food",3.7 /5,300
The French Loaf,Marathahalli,"Bakery, Desserts, Sandwich",3.2 /5,400
Kwality Wall's Swirl's,Marathahalli,"Ice Cream, Desserts",2.9 /5,200
Flavours24,Marathahalli,"Desserts, Ice Cream",3.3 /5,250
